interaction_id,customer_id,product_id,interaction_type,rating,category,price,date
I019390,C0381,P0442,view,0,Grocery,3128.43,2024-11-28
I019391,C0381,P0067,view,0,Books,250.68,2024-11-03
I019392,C0381,P0002,purchase,1,Electronics,1468.41,2024-03-24
I019393,C0381,P0103,purchase,4,Books,1306.19,2024-01-05
I019394,C0381,P0063,view,0,Books,2500.8,2024-08-29
I019395,C0381,P0099,view,0,Books,208.53,2025-03-21
I019396,C0381,P0439,purchase,1,Grocery,1726.56,2024-04-20
I019397,C0381,P0232,purchase,3,Home & Kitchen,291.83,2025-06-10
I019398,C0381,P0245,view,0,Sports,515.54,2024-12-18
I019399,C0381,P0425,view,0,Grocery,855.87,2023-10-14
I019400,C0381,P0034,cart,0,Electronics,1441.15,2023-10-02
I019401,C0381,P0030,purchase,5,Electronics,2311.82,2024-12-12
I019402,C0381,P0417,purchase,4,Grocery,3609.8,2023-07-19
I019403,C0381,P0048,cart,0,Electronics,1663.87,2025-03-20
I019404,C0381,P0301,cart,0,Beauty,2728.95,2023-11-29
I019405,C0381,P0062,view,0,Books,1604.76,2025-04-29
I019406,C0381,P0160,purchase,5,Clothing,696.73,2023-07-09
I019407,C0381,P0278,view,0,Sports,172.93,2024-04-06
I019408,C0381,P0112,view,0,Books,2693.03,2024-08-12
I019409,C0381,P0295,purchase,5,Beauty,727.01,2024-06-02
I019410,C0381,P0089,purchase,5,Books,1652.89,2023-11-01
I019411,C0381,P0240,view,0,Sports,2239.4,2025-02-01
I019412,C0381,P0416,cart,0,Grocery,3268.41,2025-06-14
I019413,C0381,P0216,purchase,3,Home & Kitchen,318.92,2025-02-02
I019414,C0381,P0376,view,0,Toys,1127.86,2024-11-14
I019415,C0381,P0315,cart,0,Beauty,2534.71,2024-03-26
I019416,C0381,P0136,purchase,5,Clothing,208.77,2025-06-09
I019417,C0381,P0044,cart,0,Electronics,1567.66,2023-10-05
I019418,C0381,P0245,purchase,3,Sports,515.54,2024-05-22
I019419,C0381,P0030,cart,0,Electronics,2311.82,2024-05-06
I019420,C0381,P0333,purchase,1,Beauty,262.02,2024-04-29
I019421,C0381,P0407,view,0,Grocery,1402.96,2024-02-17
I019422,C0381,P0379,purchase,5,Toys,1848.06,2023-12-24
I019423,C0381,P0245,view,0,Sports,515.54,2023-06-09
I019424,C0381,P0249,view,0,Sports,2434.06,2025-05-23
I019425,C0381,P0448,purchase,4,Grocery,2654.35,2024-10-13
I019426,C0381,P0077,view,0,Books,1639.97,2024-09-08
I019427,C0381,P0030,purchase,5,Electronics,2311.82,2025-06-26
I019428,C0381,P0070,purchase,5,Books,1268.52,2025-05-30
I019429,C0381,P0350,view,0,Toys,567.09,2025-03-07
I019430,C0381,P0098,purchase,5,Books,4225.94,2024-04-12
I019431,C0381,P0239,cart,0,Sports,793.18,2024-08-18
I019432,C0381,P0401,purchase,5,Grocery,1200.48,2023-09-23
I019433,C0381,P0182,cart,0,Home & Kitchen,3425.58,2024-01-31
I019434,C0381,P0403,purchase,3,Grocery,7058.85,2024-01-22
I019435,C0381,P0031,view,0,Electronics,1678.36,2024-04-24
I019436,C0381,P0363,cart,0,Toys,268.05,2024-02-22
I019437,C0381,P0153,cart,0,Clothing,2183.68,2024-12-26
I019438,C0381,P0353,purchase,5,Toys,2368.55,2023-05-27
I019439,C0381,P0294,cart,0,Beauty,1976.98,2025-01-01
I019440,C0381,P0251,view,0,Sports,2151.32,2023-05-29
I019441,C0381,P0439,view,0,Grocery,1726.56,2025-04-21
I019442,C0382,P0025,view,0,Electronics,5138.59,2024-03-30
I019443,C0382,P0391,purchase,5,Toys,1357.8,2024-10-01
I019444,C0382,P0305,purchase,4,Beauty,126.41,2025-03-31
I019445,C0383,P0116,cart,0,Books,1902.52,2024-07-31
I019446,C0383,P0216,purchase,1,Home & Kitchen,318.92,2024-11-14
I019447,C0383,P0288,purchase,1,Beauty,285.47,2023-12-12
I019448,C0383,P0411,purchase,2,Grocery,626.12,2024-07-26
I019449,C0383,P0211,purchase,1,Home & Kitchen,2769.09,2024-12-17
I019450,C0383,P0197,view,0,Home & Kitchen,228.56,2025-03-24
I019451,C0383,P0452,view,0,Grocery,1263.75,2024-12-19
I019452,C0383,P0024,cart,0,Electronics,573.84,2024-06-16
I019453,C0383,P0008,view,0,Electronics,134.0,2025-04-27
I019454,C0383,P0191,view,0,Home & Kitchen,489.87,2023-10-18
I019455,C0383,P0266,view,0,Sports,1161.73,2024-02-25
I019456,C0383,P0021,purchase,4,Electronics,4306.64,2025-01-31
I019457,C0383,P0350,purchase,5,Toys,567.09,2024-06-20
I019458,C0383,P0454,purchase,1,Grocery,5043.93,2024-07-22
I019459,C0384,P0104,purchase,4,Books,2590.99,2024-04-29
I019460,C0384,P0188,cart,0,Home & Kitchen,4604.99,2024-09-13
I019461,C0384,P0085,purchase,2,Books,1272.1,2024-11-03
I019462,C0385,P0319,purchase,5,Beauty,480.57,2023-10-10
I019463,C0385,P0242,purchase,2,Sports,313.28,2022-06-26
I019464,C0385,P0309,view,0,Beauty,2099.24,2023-12-18
I019465,C0385,P0046,purchase,5,Electronics,3320.97,2023-05-13
I019466,C0385,P0314,view,0,Beauty,814.37,2023-02-16
I019467,C0385,P0141,cart,0,Clothing,3635.36,2023-12-01
I019468,C0385,P0176,cart,0,Clothing,1370.1,2023-08-18
I019469,C0385,P0345,cart,0,Beauty,118.63,2024-04-21
I019470,C0385,P0374,cart,0,Toys,461.99,2023-08-27
I019471,C0385,P0319,view,0,Beauty,480.57,2022-05-23
I019472,C0385,P0319,view,0,Beauty,480.57,2023-03-30
I019473,C0385,P0314,cart,0,Beauty,814.37,2023-10-19
I019474,C0385,P0287,purchase,2,Beauty,202.41,2022-04-21
I019475,C0385,P0054,view,0,Electronics,524.29,2022-08-29
I019476,C0385,P0231,cart,0,Home & Kitchen,739.69,2023-07-13
I019477,C0385,P0016,view,0,Electronics,1823.53,2024-11-29
I019478,C0385,P0009,purchase,3,Electronics,324.35,2023-05-11
I019479,C0385,P0335,purchase,5,Beauty,1648.23,2023-08-24
I019480,C0385,P0208,view,0,Home & Kitchen,1496.77,2022-04-24
I019481,C0385,P0005,purchase,5,Electronics,186.1,2024-07-07
I019482,C0385,P0114,purchase,5,Books,463.68,2022-08-29
I019483,C0385,P0300,purchase,4,Beauty,1272.7,2024-02-23
I019484,C0385,P0371,cart,0,Toys,3805.75,2022-12-13
I019485,C0385,P0336,cart,0,Beauty,5888.96,2023-01-05
I019486,C0385,P0169,purchase,1,Clothing,1179.24,2025-02-26
I019487,C0385,P0124,view,0,Clothing,1624.29,2024-10-20
I019488,C0385,P0131,purchase,2,Clothing,1061.18,2024-04-30
I019489,C0385,P0311,purchase,5,Beauty,6382.76,2023-11-16
I019490,C0385,P0327,cart,0,Beauty,933.75,2022-11-19
I019491,C0385,P0147,view,0,Clothing,1586.1,2023-07-22
I019492,C0385,P0286,cart,0,Beauty,3546.51,2024-07-04
I019493,C0385,P0314,purchase,5,Beauty,814.37,2025-05-14
I019494,C0385,P0336,purchase,5,Beauty,5888.96,2023-11-12
I019495,C0385,P0290,view,0,Beauty,2469.0,2022-11-03
I019496,C0385,P0341,purchase,5,Beauty,2012.81,2025-06-29
I019497,C0385,P0122,view,0,Books,354.18,2023-11-20
I019498,C0385,P0303,view,0,Beauty,4513.24,2025-06-07
I019499,C0385,P0157,view,0,Clothing,3635.86,2024-06-01
I019500,C0385,P0365,cart,0,Toys,531.99,2025-06-16
I019501,C0385,P0064,purchase,1,Books,408.65,2023-10-18
I019502,C0385,P0323,purchase,1,Beauty,457.68,2024-06-20
I019503,C0385,P0282,purchase,5,Sports,669.13,2023-04-13
I019504,C0385,P0411,view,0,Grocery,626.12,2023-12-06
I019505,C0385,P0245,purchase,1,Sports,515.54,2024-06-02
I019506,C0385,P0336,purchase,5,Beauty,5888.96,2022-06-22
I019507,C0385,P0267,purchase,1,Sports,1513.8,2023-09-28
I019508,C0385,P0347,view,0,Beauty,1411.15,2025-03-11
I019509,C0385,P0284,purchase,5,Sports,3547.9,2024-09-11
I019510,C0385,P0232,purchase,5,Home & Kitchen,291.83,2023-08-11
I019511,C0385,P0326,view,0,Beauty,633.15,2025-01-03
I019512,C0385,P0429,view,0,Grocery,242.92,2024-03-22
I019513,C0385,P0043,cart,0,Electronics,612.21,2022-12-31
I019514,C0385,P0143,cart,0,Clothing,247.81,2023-08-06
I019515,C0385,P0001,cart,0,Electronics,2487.45,2024-12-21
I019516,C0385,P0356,cart,0,Toys,2129.37,2025-01-22
I019517,C0385,P0372,view,0,Toys,1352.47,2024-06-16
I019518,C0385,P0008,view,0,Electronics,134.0,2025-01-07
I019519,C0385,P0253,purchase,5,Sports,1656.34,2023-08-29
I019520,C0385,P0152,view,0,Clothing,1336.85,2023-02-08
I019521,C0386,P0013,view,0,Electronics,997.12,2024-03-01
I019522,C0386,P0329,cart,0,Beauty,810.56,2024-09-10
I019523,C0386,P0233,purchase,1,Sports,778.47,2025-06-26
I019524,C0387,P0037,purchase,4,Electronics,542.71,2025-02-11
I019525,C0387,P0353,purchase,5,Toys,2368.55,2024-08-04
I019526,C0387,P0250,purchase,1,Sports,1415.32,2024-02-26
I019527,C0387,P0245,cart,0,Sports,515.54,2024-04-21
I019528,C0387,P0058,cart,0,Electronics,1608.12,2023-07-14
I019529,C0387,P0209,purchase,5,Home & Kitchen,1543.01,2025-04-08
I019530,C0387,P0229,cart,0,Home & Kitchen,5523.02,2024-01-08
I019531,C0387,P0059,view,0,Books,6465.06,2024-01-08
I019532,C0387,P0158,purchase,5,Clothing,4811.9,2023-10-12
I019533,C0387,P0343,view,0,Beauty,5030.11,2025-04-19
I019534,C0387,P0014,cart,0,Electronics,5154.95,2023-08-23
I019535,C0387,P0241,cart,0,Sports,2163.34,2024-02-20
I019536,C0387,P0311,purchase,2,Beauty,6382.76,2024-09-27
I019537,C0387,P0388,purchase,4,Toys,1107.33,2024-10-29
I019538,C0387,P0274,purchase,4,Sports,895.14,2023-10-04
I019539,C0387,P0017,cart,0,Electronics,151.49,2024-03-09
I019540,C0387,P0290,view,0,Beauty,2469.0,2025-04-18
I019541,C0387,P0250,view,0,Sports,1415.32,2023-11-29
I019542,C0387,P0256,cart,0,Sports,781.04,2024-07-18
I019543,C0387,P0127,cart,0,Clothing,2226.27,2025-06-16
I019544,C0387,P0019,view,0,Electronics,1200.17,2025-06-09
I019545,C0387,P0146,purchase,3,Clothing,1126.88,2024-01-29
I019546,C0387,P0383,purchase,1,Toys,5008.16,2024-11-07
I019547,C0387,P0363,purchase,4,Toys,268.05,2023-08-10
I019548,C0387,P0390,purchase,5,Toys,1933.1,2024-07-12
I019549,C0388,P0137,purchase,4,Clothing,3127.35,2023-03-29
I019550,C0388,P0120,cart,0,Books,404.62,2023-05-17
I019551,C0388,P0138,view,0,Clothing,1794.94,2023-03-12
I019552,C0388,P0124,purchase,3,Clothing,1624.29,2024-05-29
I019553,C0388,P0117,purchase,5,Books,5684.34,2024-08-17
I019554,C0388,P0160,cart,0,Clothing,696.73,2022-09-21
I019555,C0388,P0289,purchase,5,Beauty,2066.05,2023-10-28
I019556,C0388,P0206,purchase,5,Home & Kitchen,2941.16,2022-10-07
I019557,C0388,P0137,purchase,4,Clothing,3127.35,2023-06-06
I019558,C0388,P0186,purchase,2,Home & Kitchen,1580.51,2024-09-29
I019559,C0388,P0388,cart,0,Toys,1107.33,2023-12-18
I019560,C0388,P0115,purchase,1,Books,2866.96,2025-01-07
I019561,C0388,P0164,view,0,Clothing,3378.93,2023-05-04
I019562,C0388,P0392,cart,0,Toys,291.64,2024-01-05
I019563,C0388,P0244,cart,0,Sports,3127.54,2023-03-07
I019564,C0388,P0093,purchase,3,Books,3323.72,2024-11-24
I019565,C0388,P0298,cart,0,Beauty,1098.34,2024-10-11
I019566,C0388,P0304,cart,0,Beauty,323.69,2023-05-19
I019567,C0388,P0258,purchase,5,Sports,224.45,2025-01-14
I019568,C0388,P0188,view,0,Home & Kitchen,4604.99,2023-09-20
I019569,C0388,P0079,view,0,Books,112.86,2023-06-09
I019570,C0388,P0158,view,0,Clothing,4811.9,2024-11-25
I019571,C0388,P0072,cart,0,Books,1189.48,2023-12-07
I019572,C0388,P0168,view,0,Clothing,2686.78,2023-10-05
I019573,C0388,P0145,purchase,3,Clothing,134.32,2022-06-05
I019574,C0388,P0012,cart,0,Electronics,170.35,2022-06-17
I019575,C0388,P0287,purchase,5,Beauty,202.41,2025-01-13
I019576,C0388,P0208,purchase,1,Home & Kitchen,1496.77,2022-10-01
I019577,C0388,P0109,view,0,Books,1394.12,2024-10-16
I019578,C0388,P0205,purchase,1,Home & Kitchen,1418.76,2025-06-07
I019579,C0388,P0173,purchase,1,Clothing,2350.86,2024-11-19
I019580,C0388,P0166,purchase,2,Clothing,1543.36,2022-07-28
I019581,C0388,P0139,purchase,3,Clothing,1018.43,2023-05-18
I019582,C0388,P0062,cart,0,Books,1604.76,2024-03-20
I019583,C0388,P0446,view,0,Grocery,3267.83,2024-09-17
I019584,C0388,P0061,purchase,2,Books,2536.89,2023-11-27
I019585,C0388,P0432,purchase,3,Grocery,1696.37,2024-09-03
I019586,C0388,P0124,purchase,4,Clothing,1624.29,2024-04-03
I019587,C0388,P0431,cart,0,Grocery,4772.51,2024-04-17
I019588,C0388,P0230,view,0,Home & Kitchen,161.59,2022-09-12
I019589,C0388,P0068,cart,0,Books,1192.94,2022-12-14
I019590,C0388,P0119,view,0,Books,965.98,2022-11-13
I019591,C0388,P0443,purchase,5,Grocery,508.07,2025-02-25
I019592,C0388,P0364,cart,0,Toys,3553.16,2025-01-29
I019593,C0388,P0447,purchase,5,Grocery,711.22,2024-09-09
I019594,C0388,P0208,view,0,Home & Kitchen,1496.77,2024-06-06
I019595,C0388,P0245,purchase,5,Sports,515.54,2022-07-07
I019596,C0388,P0367,view,0,Toys,876.23,2025-04-09
I019597,C0388,P0377,purchase,1,Toys,1563.59,2023-01-18
I019598,C0388,P0305,cart,0,Beauty,126.41,2025-05-15
I019599,C0388,P0182,purchase,5,Home & Kitchen,3425.58,2022-12-14
I019600,C0389,P0259,view,0,Sports,1889.84,2024-04-29
I019601,C0389,P0419,view,0,Grocery,2827.63,2024-10-11
I019602,C0389,P0131,cart,0,Clothing,1061.18,2023-05-04
I019603,C0389,P0187,view,0,Home & Kitchen,2102.98,2025-02-23
I019604,C0389,P0213,view,0,Home & Kitchen,2453.01,2024-04-19
I019605,C0389,P0211,cart,0,Home & Kitchen,2769.09,2024-01-12
I019606,C0389,P0166,view,0,Clothing,1543.36,2025-04-15
I019607,C0389,P0198,view,0,Home & Kitchen,369.19,2023-12-01
I019608,C0389,P0069,purchase,4,Books,724.7,2024-03-02
I019609,C0389,P0202,cart,0,Home & Kitchen,902.75,2024-01-03
I019610,C0389,P0443,cart,0,Grocery,508.07,2023-06-20
I019611,C0389,P0329,cart,0,Beauty,810.56,2023-12-07
I019612,C0389,P0316,view,0,Beauty,281.01,2024-03-31
I019613,C0389,P0102,cart,0,Books,1890.11,2023-09-24
I019614,C0390,P0381,purchase,1,Toys,1878.67,2024-02-06
I019615,C0390,P0068,purchase,1,Books,1192.94,2024-08-23
I019616,C0391,P0108,purchase,4,Books,717.72,2024-11-27
I019617,C0391,P0097,view,0,Books,1095.2,2025-06-19
I019618,C0391,P0209,purchase,1,Home & Kitchen,1543.01,2025-06-06
I019619,C0391,P0438,cart,0,Grocery,1445.23,2024-07-26
I019620,C0391,P0370,purchase,4,Toys,838.71,2025-03-02
I019621,C0391,P0004,view,0,Electronics,1477.62,2024-08-08
I019622,C0391,P0142,cart,0,Clothing,461.32,2025-04-07
I019623,C0392,P0240,view,0,Sports,2239.4,2025-03-25
I019624,C0392,P0063,view,0,Books,2500.8,2024-01-17
I019625,C0392,P0426,purchase,1,Grocery,8512.71,2022-11-07
I019626,C0392,P0281,purchase,5,Sports,1740.32,2025-04-01
I019627,C0392,P0183,purchase,3,Home & Kitchen,3871.1,2025-03-28
I019628,C0392,P0423,purchase,3,Grocery,5314.63,2025-04-05
I019629,C0392,P0219,cart,0,Home & Kitchen,1181.29,2024-07-03
I019630,C0392,P0421,view,0,Grocery,472.63,2025-02-06
I019631,C0392,P0248,view,0,Sports,728.94,2024-06-12
I019632,C0392,P0278,view,0,Sports,172.93,2025-06-28
I019633,C0392,P0072,cart,0,Books,1189.48,2024-02-02
I019634,C0392,P0116,purchase,2,Books,1902.52,2023-01-20
I019635,C0392,P0281,cart,0,Sports,1740.32,2025-05-07
I019636,C0392,P0218,cart,0,Home & Kitchen,961.98,2023-10-20
I019637,C0392,P0079,purchase,3,Books,112.86,2024-12-01
I019638,C0392,P0085,cart,0,Books,1272.1,2025-05-29
I019639,C0392,P0366,purchase,3,Toys,388.23,2022-10-20
I019640,C0392,P0348,purchase,1,Toys,2650.04,2023-03-20
I019641,C0392,P0375,cart,0,Toys,364.13,2023-10-06
I019642,C0392,P0376,view,0,Toys,1127.86,2022-09-24
I019643,C0392,P0447,view,0,Grocery,711.22,2024-12-16
I019644,C0392,P0449,view,0,Grocery,548.0,2024-08-06
I019645,C0392,P0235,purchase,4,Sports,1581.89,2024-05-02
I019646,C0392,P0405,purchase,5,Grocery,113.3,2023-10-15
I019647,C0392,P0388,view,0,Toys,1107.33,2024-11-21
I019648,C0392,P0091,cart,0,Books,1371.96,2025-05-20
I019649,C0392,P0406,cart,0,Grocery,870.07,2023-12-03
I019650,C0392,P0420,purchase,2,Grocery,291.33,2024-04-30
I019651,C0392,P0035,view,0,Electronics,1057.6,2023-04-19
I019652,C0392,P0254,purchase,4,Sports,1133.47,2025-03-24
I019653,C0392,P0113,view,0,Books,692.24,2025-04-09
I019654,C0392,P0440,cart,0,Grocery,564.97,2024-07-10
I019655,C0392,P0064,purchase,1,Books,408.65,2023-01-01
I019656,C0392,P0283,purchase,5,Sports,2643.12,2022-09-19
I019657,C0392,P0281,purchase,5,Sports,1740.32,2024-04-19
I019658,C0392,P0075,view,0,Books,743.35,2023-02-22
I019659,C0392,P0402,cart,0,Grocery,496.82,2024-08-04
I019660,C0392,P0364,view,0,Toys,3553.16,2023-10-06
I019661,C0392,P0245,purchase,3,Sports,515.54,2023-09-09
I019662,C0392,P0148,cart,0,Clothing,910.79,2025-06-10
I019663,C0392,P0423,purchase,4,Grocery,5314.63,2022-09-08
I019664,C0392,P0417,purchase,5,Grocery,3609.8,2024-10-25
I019665,C0392,P0017,purchase,1,Electronics,151.49,2024-05-12
I019666,C0392,P0046,purchase,2,Electronics,3320.97,2024-12-02
I019667,C0392,P0411,view,0,Grocery,626.12,2025-04-23
I019668,C0392,P0035,view,0,Electronics,1057.6,2023-04-30
I019669,C0392,P0358,purchase,4,Toys,920.5,2023-04-19
I019670,C0392,P0006,cart,0,Electronics,457.03,2025-03-08
I019671,C0392,P0085,view,0,Books,1272.1,2023-04-06
I019672,C0392,P0166,view,0,Clothing,1543.36,2025-03-16
I019673,C0392,P0086,cart,0,Books,561.24,2023-08-03
I019674,C0392,P0313,view,0,Beauty,1196.33,2024-12-14
I019675,C0392,P0252,purchase,4,Sports,813.09,2023-11-29
I019676,C0393,P0205,view,0,Home & Kitchen,1418.76,2025-06-08
I019677,C0393,P0243,cart,0,Sports,1174.17,2025-02-06
I019678,C0393,P0155,purchase,1,Clothing,2726.0,2025-06-13
I019679,C0393,P0346,cart,0,Beauty,2926.08,2024-04-05
I019680,C0393,P0317,view,0,Beauty,3884.89,2025-05-12
I019681,C0393,P0177,view,0,Clothing,286.54,2024-12-09
I019682,C0393,P0297,cart,0,Beauty,858.47,2023-06-24
I019683,C0393,P0225,view,0,Home & Kitchen,725.83,2024-04-23
I019684,C0393,P0318,view,0,Beauty,1082.31,2024-12-01
I019685,C0393,P0210,view,0,Home & Kitchen,132.65,2023-10-27
I019686,C0393,P0042,purchase,4,Electronics,439.47,2023-09-17
I019687,C0393,P0150,purchase,1,Clothing,1385.77,2023-04-06
I019688,C0393,P0255,cart,0,Sports,505.19,2023-03-16
I019689,C0393,P0402,purchase,5,Grocery,496.82,2023-11-04
I019690,C0393,P0343,view,0,Beauty,5030.11,2025-01-15
I019691,C0393,P0328,purchase,1,Beauty,443.38,2025-01-08
I019692,C0393,P0232,view,0,Home & Kitchen,291.83,2024-04-18
I019693,C0393,P0089,purchase,3,Books,1652.89,2024-12-24
I019694,C0393,P0007,view,0,Electronics,643.13,2023-03-07
I019695,C0393,P0162,view,0,Clothing,242.46,2023-11-16
I019696,C0393,P0301,purchase,3,Beauty,2728.95,2025-01-06
I019697,C0393,P0132,cart,0,Clothing,1672.76,2024-10-17
I019698,C0393,P0144,cart,0,Clothing,1698.46,2025-05-19
I019699,C0393,P0077,cart,0,Books,1639.97,2025-06-28
I019700,C0393,P0057,purchase,5,Electronics,178.28,2024-08-23
I019701,C0393,P0334,view,0,Beauty,2198.05,2024-11-04
I019702,C0393,P0225,purchase,1,Home & Kitchen,725.83,2023-05-02
I019703,C0393,P0372,view,0,Toys,1352.47,2024-09-19
I019704,C0393,P0273,purchase,2,Sports,285.13,2024-07-26
I019705,C0393,P0015,cart,0,Electronics,253.17,2024-12-21
I019706,C0393,P0377,cart,0,Toys,1563.59,2024-04-26
I019707,C0393,P0381,view,0,Toys,1878.67,2024-12-24
I019708,C0393,P0071,purchase,2,Books,1717.14,2023-08-25
I019709,C0394,P0241,purchase,1,Sports,2163.34,2021-10-30
I019710,C0394,P0187,purchase,2,Home & Kitchen,2102.98,2024-05-18
I019711,C0394,P0445,cart,0,Grocery,3300.0,2023-12-21
I019712,C0394,P0099,purchase,1,Books,208.53,2024-07-21
I019713,C0394,P0304,purchase,1,Beauty,323.69,2024-12-27
I019714,C0394,P0335,purchase,4,Beauty,1648.23,2022-09-05
I019715,C0394,P0305,cart,0,Beauty,126.41,2025-05-10
I019716,C0394,P0345,cart,0,Beauty,118.63,2021-09-18
I019717,C0394,P0070,cart,0,Books,1268.52,2023-06-10
I019718,C0394,P0441,cart,0,Grocery,3138.26,2024-06-24
I019719,C0394,P0276,view,0,Sports,7153.09,2022-11-18
I019720,C0394,P0298,purchase,3,Beauty,1098.34,2024-03-31
I019721,C0394,P0319,view,0,Beauty,480.57,2022-07-08
I019722,C0394,P0341,purchase,5,Beauty,2012.81,2024-08-11
I019723,C0394,P0130,cart,0,Clothing,124.97,2021-10-10
I019724,C0394,P0282,view,0,Sports,669.13,2022-05-14
I019725,C0394,P0331,purchase,1,Beauty,1224.05,2024-04-02
I019726,C0394,P0317,view,0,Beauty,3884.89,2023-02-25
I019727,C0394,P0082,purchase,5,Books,389.24,2023-12-11
I019728,C0394,P0407,purchase,4,Grocery,1402.96,2023-12-16
I019729,C0394,P0288,view,0,Beauty,285.47,2022-05-14
I019730,C0394,P0063,purchase,1,Books,2500.8,2024-07-23
I019731,C0394,P0416,cart,0,Grocery,3268.41,2022-06-09
I019732,C0394,P0027,purchase,4,Electronics,122.64,2022-11-06
I019733,C0394,P0199,purchase,1,Home & Kitchen,2594.47,2023-01-14
I019734,C0394,P0402,cart,0,Grocery,496.82,2022-07-08
I019735,C0394,P0331,view,0,Beauty,1224.05,2023-03-18
I019736,C0394,P0324,purchase,5,Beauty,4968.0,2024-02-05
I019737,C0394,P0313,purchase,5,Beauty,1196.33,2022-07-12
I019738,C0394,P0447,purchase,2,Grocery,711.22,2025-03-21
I019739,C0394,P0087,purchase,2,Books,5886.22,2024-01-04
I019740,C0394,P0304,cart,0,Beauty,323.69,2022-06-02
I019741,C0394,P0449,purchase,5,Grocery,548.0,2024-11-03
I019742,C0394,P0233,purchase,5,Sports,778.47,2024-04-24
I019743,C0394,P0071,view,0,Books,1717.14,2024-08-09
I019744,C0394,P0306,purchase,5,Beauty,260.73,2021-08-09
I019745,C0394,P0411,cart,0,Grocery,626.12,2023-02-07
I019746,C0394,P0199,view,0,Home & Kitchen,2594.47,2024-04-14
I019747,C0394,P0225,view,0,Home & Kitchen,725.83,2024-02-27
I019748,C0394,P0174,cart,0,Clothing,527.97,2022-10-19
I019749,C0394,P0279,purchase,2,Sports,2478.08,2024-08-21
I019750,C0394,P0433,purchase,1,Grocery,594.66,2023-02-28
I019751,C0394,P0200,view,0,Home & Kitchen,1451.59,2022-06-09
I019752,C0394,P0233,purchase,5,Sports,778.47,2022-05-27
I019753,C0394,P0433,purchase,1,Grocery,594.66,2024-12-22
I019754,C0394,P0442,cart,0,Grocery,3128.43,2024-12-05
I019755,C0394,P0083,cart,0,Books,394.52,2023-05-22
I019756,C0394,P0320,purchase,5,Beauty,526.98,2021-10-24
I019757,C0394,P0249,cart,0,Sports,2434.06,2022-05-11
I019758,C0394,P0181,purchase,4,Home & Kitchen,5817.31,2025-03-01
I019759,C0394,P0315,purchase,1,Beauty,2534.71,2022-02-20
I019760,C0394,P0413,view,0,Grocery,272.9,2023-04-27
I019761,C0394,P0182,cart,0,Home & Kitchen,3425.58,2023-02-19
I019762,C0394,P0261,view,0,Sports,106.97,2022-09-30
I019763,C0394,P0326,purchase,2,Beauty,633.15,2024-10-23
I019764,C0394,P0435,view,0,Grocery,1239.86,2024-12-21
I019765,C0394,P0434,purchase,1,Grocery,550.16,2023-11-15
I019766,C0394,P0345,purchase,3,Beauty,118.63,2023-08-25
I019767,C0394,P0404,purchase,5,Grocery,1228.15,2021-12-14
I019768,C0394,P0117,cart,0,Books,5684.34,2022-09-03
I019769,C0394,P0353,view,0,Toys,2368.55,2022-01-30
I019770,C0394,P0267,purchase,5,Sports,1513.8,2024-02-20
I019771,C0394,P0400,purchase,1,Grocery,2445.15,2023-03-27
I019772,C0394,P0133,view,0,Clothing,1611.17,2021-08-22
I019773,C0394,P0329,cart,0,Beauty,810.56,2021-11-13
I019774,C0394,P0278,cart,0,Sports,172.93,2022-03-31
I019775,C0394,P0297,cart,0,Beauty,858.47,2021-08-27
I019776,C0394,P0116,cart,0,Books,1902.52,2023-08-30
I019777,C0394,P0370,purchase,1,Toys,838.71,2022-02-05
I019778,C0394,P0406,purchase,4,Grocery,870.07,2022-09-19
I019779,C0394,P0141,purchase,1,Clothing,3635.36,2023-04-23
I019780,C0394,P0312,purchase,4,Beauty,2824.53,2025-04-18
I019781,C0394,P0414,cart,0,Grocery,468.34,2025-01-07
I019782,C0394,P0211,purchase,5,Home & Kitchen,2769.09,2023-05-25
I019783,C0394,P0106,cart,0,Books,2500.42,2024-02-22
I019784,C0394,P0438,cart,0,Grocery,1445.23,2025-02-23
I019785,C0394,P0409,cart,0,Grocery,1207.85,2024-08-27
I019786,C0394,P0253,purchase,1,Sports,1656.34,2022-09-23
I019787,C0394,P0404,purchase,5,Grocery,1228.15,2023-03-14
I019788,C0394,P0068,cart,0,Books,1192.94,2025-01-15
I019789,C0394,P0418,view,0,Grocery,7193.17,2025-06-02
I019790,C0394,P0289,cart,0,Beauty,2066.05,2023-03-08
I019791,C0394,P0234,purchase,1,Sports,680.99,2022-06-25
I019792,C0394,P0204,purchase,1,Home & Kitchen,12357.67,2022-01-12
I019793,C0394,P0293,view,0,Beauty,2360.49,2023-09-03
I019794,C0394,P0343,cart,0,Beauty,5030.11,2025-06-08
I019795,C0394,P0416,purchase,2,Grocery,3268.41,2023-10-11
I019796,C0394,P0063,purchase,2,Books,2500.8,2024-10-08
I019797,C0394,P0444,purchase,5,Grocery,1544.9,2024-06-18
I019798,C0394,P0424,view,0,Grocery,1463.25,2025-05-14
I019799,C0394,P0448,view,0,Grocery,2654.35,2023-07-18
I019800,C0394,P0230,view,0,Home & Kitchen,161.59,2024-02-29
I019801,C0394,P0172,purchase,5,Clothing,745.68,2024-04-01
I019802,C0394,P0431,cart,0,Grocery,4772.51,2022-03-05
I019803,C0394,P0062,cart,0,Books,1604.76,2023-06-19
